url,status_code,title,meta_description,canonical,schema_types,text_length,h1_count,h2_count,h3_count,h4_count,h5_count,h6_count,internal_links,external_links,nofollow_links,target_keyword
https://molo.de,200,MOLO | Bunte & organische Kinderkleidung,"Molo offizieller Webshop. Wir kreieren einfallsreiche und nachhaltige Designer-Kinderkleidung mit Farben, lustigen Drucken und verschiedenen Kombinationen - alles in höchster Qualität und in nachhaltigen Materialien. Skandinavische Marke mit zertifizierter Bio-Kinderbekleidung.",https://www.molo.de/,Organization,2822,1,0,0,0,0,0,68,20,0,
https://molo.de/,200,MOLO | Bunte & organische Kinderkleidung,"Molo offizieller Webshop. Wir kreieren einfallsreiche und nachhaltige Designer-Kinderkleidung mit Farben, lustigen Drucken und verschiedenen Kombinationen - alles in höchster Qualität und in nachhaltigen Materialien. Skandinavische Marke mit zertifizierter Bio-Kinderbekleidung.",https://www.molo.de/,Organization,2822,1,0,0,0,0,0,68,20,0,
